BlotatoID,IntendedLocal,Platform,AccountId,Handle,Text,MediaUrls,TargetJSON,Status,Why
4024446,2026-09-03 12:00,linkedin,20723,AMANDA KERSH,"I used to say I had no time to read. Then I counted the drive.

The drive, the dishes, the laundry, groceries. Almost 2 hours a day with my hands busy and my ears free.

I didn't add anything to my day. I stopped filling that time with scrolling.

The list is 10 books built for half attention. 5 free forever, 5 library borrows.

https://press-play.subscribepage.io",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/423a5b7b-d471-4dbc-a282-9eace93b6436.jpeg,"{""targetType"":""linkedin""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3952005,2026-09-03 15:00,tiktok,41488,thegentlemuse2026,"#TargetPartner #ad Small thing, disproportionate payoff. Adornia 14k gold plated black clover station necklace. It sits flat, it layers, and it does not come out of my bag in a knot. A plain black tee stops looking plain.

This is the kind of find I mean when I say small things make the day run softer.

Follow along for the rest. 🛒 The link is in my bio.

@target #ClubTarget #TargetLittleFinds",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/232050d5-f762-4791-a8e5-8e9929a8d011.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4022473,2026-09-03 15:00,instagram,45886,thegentlemuse2026,"Halloweentown premiered on the Disney Channel in 1998.

Debbie Reynolds was 66 when she played Aggie Cromwell.

The witch everybody remembers as the fearless one was a woman in her 60s. That was the whole message and nobody noticed.

She's 19. She has never once been worried about it.

Comment CESA and follow @cesasgoldenyears. I'll send you the 15 pages on what actually keeps her comfortable, free.

#spookyseason #halloweentown #seniordog #90skids #gentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7fff738b-34d9-4b3f-9657-a185584e99f1.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3630603,2026-09-03 17:30,instagram,45886,thegentlemuse2026,"#TargetPartner #ad Small thing, disproportionate payoff. Adornia 14k gold plated black clover station necklace. It sits flat, it layers, and it does not come out of my bag in a knot. A plain black tee stops looking plain. This is the kind of find I mean when I say small things make the day run softer. 🛒 https://club.target.com/s/amanda.20/_/sku/1005653750 @target #ClubTarget #TargetLittleFinds",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/232050d5-f762-4791-a8e5-8e9929a8d011.mp4,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3630599,2026-09-03 18:00,tiktok,41488,thegentlemuse2026,"Unhinged gratitude is being thankful for the door that closed, because it was never yours to walk through.

Follow along. The Gentle Self-Reset Checklist is in my bio, and the only instruction is to pick 1 line.

#LearnOnTikTok #gentlemuse #freeguide #softlife #reset",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b405066d-4546-4e67-b0c4-9077be24b80f.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3953664,2026-09-03 18:00,instagram,65540,cesasgoldenyears,"19 years old and she still walks out front.

Bright sun, tree shade laid across the sidewalk, grass on both sides. She is ahead of me almost the whole clip, back to the camera, ears up, pink harness on. She stops when she wants to stop and starts again when she is ready.

That is the entire video. 19 seconds of her leading and me keeping up.

Comment CESA and I'll send you her guide. 15 pages of what actually keeps her comfortable, free.

Follow along for more of her days. Her older clips are saved in the highlights. 🐾

#seniordog #chihuahualife #dogmom #slowliving #lovethemlonger",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d5494e44-79e6-4f3d-88b1-f7294806bed9.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024414,2026-09-04 08:30,twitter,21430,GentleMuse2026,"Bookmarking is not listening.

You saved 40 recommendations this year. You finished how many? Saving is not the same as finishing.

Pick the short one. Under an hour, free right now. Finish 1 thing today.",,"{""targetType"":""twitter""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024453,2026-09-04 08:30,linkedin,20723,AMANDA KERSH,"I read 9 books last year without sitting down once.

Not a reading habit. A listening habit. None of it was extra time. The list is built for half attention.

5 free forever, 5 library borrows. Not 50 books. 10.

https://press-play.subscribepage.io",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c3fbf6a0-bb5b-4eca-a7ee-d82d9b2150ab.jpeg,"{""targetType"":""linkedin""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3601726,2026-09-04 10:00,instagram,45886,thegentlemuse2026,"The glow up is not always a new body, a new house, or a whole new life. Sometimes it is simply deciding it is a beautiful day and finally showing up like you belong in it. Which version are you working on right now? #gentlemuse #buildinpublic #softdiscipline #womeninbusiness #showup",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2581279a-1cf5-42f5-b151-3c4de6f29a6e.mp4,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3691538,2026-09-04 12:10,facebook,30840,The Gentle Muse ,"Part 2 of the day. Fully dressed, out the door, nothing dramatic happening. Just following through on what I said I would do. That is most of what this has actually been, and I think that is the honest version worth showing.

What is one thing you are following through on this week?

Comment RESET and I'll send you the Gentle Self-Reset Checklist. 10 small steps, and the only instruction is to pick 1.

https://payhip.com/b/9FE2U",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e11d82d0-f8dd-4365-8bab-3db34cb1c540.mp4,"{""pageId"":""1086399221215093"",""targetType"":""facebook""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4022477,2026-09-04 15:00,instagram,45886,thegentlemuse2026,"She is never going to explain herself.

Sarah Winchester built a house for 35 years and never once said why. Bought it in 1886, kept building until she died in 1922.

Every ghost story about that house was written after she was dead, by people who couldn't stand not knowing.

People will build you a whole haunted house rather than accept the silence.

Comment CESA and follow @cesasgoldenyears. I'll send you the 15 pages on what actually keeps her comfortable, free.

#spookyseason #winchestermysteryhouse #seniordog #history #gentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ed94335b-41e8-4831-9c02-a5f81477d1cc.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3927280,2026-09-04 17:00,facebook,30840,The Gentle Muse ,10 of her years have been mine.,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/77e3abf3-84e0-43ea-a7e9-dd71c70b7d04.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""story"",""targetType"":""facebook""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3601716,2026-09-04 18:00,instagram,45886,thegentlemuse2026,"I left the house, so now we are all being productive. Roll call, what are you actually getting done today? 👇 #gentlemuse #letschat #community #womenover40 #reallife",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b2236dd0-9ecf-4f46-b278-965cb2dc202e.mp4,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985167,2026-09-04 19:00,instagram,65540,cesasgoldenyears,"She still does a lap of the whole house.

Pale grid tile the whole way. Past the pink bed in the corner, past the gate, around the tripod I left standing in the middle of the room, and under the chair with the pink blanket thrown over it.

Ears up the entire time. She is not going anywhere in particular. She is checking that it is all still where she left it.

12 seconds, 19 years old, still doing the rounds.

Comment CESA and I'll send you her guide. 15 pages of what actually keeps her comfortable, free.

Follow along for more of her.

#seniordog #chihuahua #dogmom #slowliving #calmcontent",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/bee46e66-20b0-4a13-9d47-7807ffaa7a74.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985172,2026-09-04 19:10,tiktok,55761,cesasgoldenyears,"She still does a lap of the whole house.

Pale grid tile the whole way. Past the pink bed in the corner, past the gate, around the tripod I left standing in the middle of the room, and under the chair with the pink blanket thrown over it.

Ears up the entire time. She is not going anywhere in particular. She is checking that it is all still where she left it.

12 seconds, 19 years old, still doing the rounds.

Follow along for more of her.

#seniordog #chihuahua #dogmom #slowliving",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1bce4acf-f471-41db-a1c9-aaa306bb21fa.mp4,"{""targetType"":""tiktok"",""isYourBrand"":true,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024415,2026-09-05 08:30,twitter,21430,GentleMuse2026,"Start with number 2. It's under an hour.

As a Man Thinketh. Free right now, no card and no signup. You can finish it before the laundry dries.

1 finished book beats 10 saved ones.",,"{""targetType"":""twitter""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024454,2026-09-05 08:30,linkedin,20723,AMANDA KERSH,"5 books that are free forever. Not free for 30 days.

Meditations. As a Man Thinketh. The Richest Man in Babylon. Think and Grow Rich.

Public domain. No account, no waitlist, no card.

https://press-play.subscribepage.io",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1d84a8ec-11bb-4504-b846-f41e09235acb.jpeg,"{""targetType"":""linkedin""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055899,2026-09-05 10:00,instagram,45886,thegentlemuse2026,"She's 19 and today nothing happened.

She stayed on the blanket with her panda, ears up, watching me move around the room. I put my hand on her head and she let me.

Nobody tells you the last easy year is the one you're in.

Follow @cesasgoldenyears for more of her.

#seniordog #chihuahua #dogmom #cesasgoldenyears",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/be8faa39-65e0-40d2-aaa6-9b1d70dfe48d.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024186,2026-09-05 12:00,instagram,45886,thegentlemuse2026,"Your towels aren't old. They're coated.

Fabric softener leaves a film behind, and that film is exactly what makes them feel soft. It also repels water, which is the opposite of a towel's job.

It builds up slowly over months, so it feels like the towel just wore out. It didn't. Wash them hot with vinegar and no softener, and they come back.

Save this for the next laundry day. Send it to whoever buys the softener.

Comment CONSIDER and I'll add you.

#laundrytips #homemaintenance #gentlemuse #cleaningtips",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/08c24c85-28bf-4ab4-bf3a-95e8a1f80f08.png,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024564,2026-09-05 12:00,tiktok,41488,thegentlemuse2026,"The first Labor Day parade was September 5, 1882. 10,000 workers marched and every one of them lost a day's pay to be there. Nobody gave them the weekend. Follow for the real one, every holiday, before the day gets here. What else were you taught soft? #labordayweekend #history #historytok #fyp",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b8f4ea49-3c62-4823-a026-8f90c9616910.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3691555,2026-09-05 12:10,facebook,30840,The Gentle Muse ,"#TargetPartner #ad Small thing, disproportionate payoff. Adornia 14k gold plated black clover station necklace. It sits flat, it layers, and it does not come out of my bag in a knot. A plain black tee stops looking plain. This is the kind of find I mean when I say small things make the day run softer. 🛒 https://club.target.com/s/amanda.20/_/sku/1005653750 @target #ClubTarget #TargetLittleFinds",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/232050d5-f762-4791-a8e5-8e9929a8d011.mp4,"{""pageId"":""1086399221215093"",""targetType"":""facebook""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3691551,2026-09-05 15:00,instagram,45886,thegentlemuse2026,"Slow, steady, and figuring it out as I go. Follow along for the real build in public. #gentlemuse #buildinpublic #softdiscipline #womeninbusiness #showup",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/74c42491-bbdb-4cec-8784-ac80eab9476a.mp4,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055307,2026-09-05 17:00,instagram,45886,thegentlemuse2026,"The first Labor Day parade was September 5, 1882. Today, 144 years ago.

10,000 workers marched through New York. Nobody gave them the day off. They took it, and every one of them lost a day's pay to be there.

Somebody you know thinks the weekend was a gift. It was an invoice.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.

Follow @thegentlemuse2026 for the rest of the season.

#labordayweekend #history #historyfacts #thegentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/10694ff6-80fc-4a68-8894-d4351090f6fc.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055362,2026-09-05 17:00,facebook,30840,The Gentle Muse ,"The first Labor Day parade was September 5, 1882. Today, 144 years ago.

10,000 workers marched through New York. Nobody gave them the day off. They took it, and every one of them lost a day's pay to be there.

Somebody you know thinks the weekend was a gift. It was an invoice.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f5722026-9da8-4d25-b830-df3e8f0adacf.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook"",""firstComment"":""Prefer the link? Here it is: https://consider-this.subscribepage.io""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985186,2026-09-05 19:00,instagram,65540,cesasgoldenyears,"She has her own seat and she yawns in it like the trip is an inconvenience.

Pink booster bed, little grey paw prints all over it, tucked into the car seat behind her. She yawns twice in the first 5 seconds, tongue all the way out both times, looks off to the side, then turns and looks straight at me.

White all through the muzzle now. Ears still go straight up.

19 years old and she still gets her own seat.

Comment CESA and I'll send you her guide. 15 pages of what actually keeps her comfortable, free.

Follow along for more of her.

#seniordog #chihuahua #dogmom #19yearsold",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/828d7b1c-244f-40b2-8006-3f0b81828839.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985189,2026-09-05 19:10,tiktok,55761,cesasgoldenyears,"She has her own seat and she yawns in it like the trip is an inconvenience.

Pink booster bed, little grey paw prints all over it, tucked into the car seat behind her. She yawns twice in the first 5 seconds, tongue all the way out both times, looks off to the side, then turns and looks straight at me.

White all through the muzzle now. Ears still go straight up.

19 years old and she still gets her own seat.

Follow along for more of her.

#seniordog #chihuahua #dogmom #19yearsold",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e889a208-bb97-4598-8a09-28fd88085b97.mp4,"{""targetType"":""tiktok"",""isYourBrand"":true,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024426,2026-09-06 08:30,twitter,21430,GentleMuse2026,"Somebody said there are 9 free AI courses sitting out in the open. I went and counted. There were 21.

The piece wasn't wrong. It was 5 days old.

That's the real difficulty. Not that it's hard. The ground moves fast enough to make careful homework stale inside a week.",,"{""targetType"":""twitter""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024478,2026-09-06 08:30,linkedin,20723,AMANDA KERSH,"Slow, steady, figuring it out as I go, and posting it before I know whether it worked.

That last part is the uncomfortable one. I am not 10 years ahead of anybody here. I am about 10 hours ahead, and it turns out that is enough to be useful.

https://just-another-tuesday-gm.subscribepage.io",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/74c42491-bbdb-4cec-8784-ac80eab9476a.mp4,"{""targetType"":""linkedin""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3836046,2026-09-06 10:00,instagram,45886,thegentlemuse2026,"The highest rated furnace filter might be the wrong one for your house.

Those numbers measure how fine the mesh is, not how good the filter is. A denser one catches more and makes your blower work harder.

Most houses need the right filter, changed on time. Swipe for how to tell which you've got.

Comment CONSIDER and I'll send you the weekly note.

#homemaintenance #hvac #homeowner #houseprojects",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/716b8069-64c2-4dcf-ae68-95faccf9f442.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0d7fb17b-da45-4c31-bcb7-84f75a1f972e.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/bb3720f5-d162-4927-a70e-b0b62344e2bb.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/fad37411-c30a-43e8-8fe1-3dcbd14ebc25.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/8c2573be-117e-4070-9738-86e9e47bbafe.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/64875ae6-b857-4ea1-b8af-cc0951e9f749.jpeg,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024566,2026-09-06 12:00,tiktok,41488,thegentlemuse2026,"Halloween was never about fear. It came out of Samhain, the night the year turned and the boundary went thin. People needed a ritual for the part of the year that gets dark. They still do. Follow for the real one, every holiday, before the day gets here. Are you a fall person or are you already dreading it? #spookyseason #samhain #fall #historytok #fyp",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/bc76469c-ee4d-4bd2-9572-2656b601f278.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055372,2026-09-06 12:00,facebook,30840,The Gentle Muse ,"Halloween was never about fear.

It grew out of Samhain, the Gaelic festival marking the end of harvest and the start of winter. The night the year turned and the boundary went thin.

People needed a ritual for the part of the year that gets dark. They still do.

Somebody you know is already dreading the dark months. This one is for them.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/9a6027b2-5ebc-4fba-aa99-c349987bf6b8.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook"",""firstComment"":""Prefer the link? Here it is: https://consider-this.subscribepage.io""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055314,2026-09-06 15:00,instagram,45886,thegentlemuse2026,"Halloween was never about fear.

It grew out of Samhain, the Gaelic festival marking the end of harvest and the start of winter. The night the year turned and the boundary went thin.

People needed a ritual for the part of the year that gets dark. They still do.

Somebody you know is already dreading the dark months. This one is for them.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.

Follow @thegentlemuse2026 for the rest of the season.

#spookyseason #samhain #fall #history #thegentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c250b0f2-0998-40be-bbc8-9ce03c656db3.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3836000,2026-09-06 18:00,tiktok,41488,thegentlemuse2026,"Coming home after a long shift to the only review that doesn't ask how the day went.

Not what got done. Not what didn't. Not the thing I said wrong at 10 AM and thought about until 6.

She just wants me back in the house. That's the whole review.

Follow along, she's 19 and she runs this house.

#LearnOnTikTok #gentlemuse #seniordog #chihuahua #dogmom",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e6872068-adef-4481-83af-bb4c803f0cad.mp4,"{""targetType"":""tiktok"",""isYourBrand"":true,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
