BlotatoId,OriginalSlotUTC,Platform,AccountId,Handle,Lane,MediaUrls,Text,TargetJSON,Status
3939626,2026-09-23 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/295d9891-6f03-4381-ba08-03aa8ae11596.mp4,"I refuse to spend more than 10 seconds on my brows. Whatever they decide to do after that is between them and the universe. How long do you actually give yours? 👇

#gentlemuse #womenover40 #lowmaintenance #getreadywithme #letschat","{""targetType"":""instagram""}",reloaded
3939636,2026-09-23 17:10,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2b0d0f4c-f0b5-43a3-95ad-6cfa6d633679.mp4,"Can you actually eat healthy at Scooter's Coffee, or is everything just dessert wearing a breakfast costume? I went through the menu so you do not have to.

What is your regular order? 👇

Comment CONSIDER and I'll send you the weekly note. If there's an affiliate link I say so, and if something is overpriced I say that too.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""targetType"":""facebook""}",reloaded
3939641,2026-09-23 17:20,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/30a869c3-19fb-4939-bdbe-120fc9d91551.jpeg,"5 books that are free forever. Not free for 30 days.

Meditations. As a Man Thinketh. The Richest Man in Babylon. Think and Grow Rich.

Public domain. No account, no waitlist, no card.

Full list: https://press-play.subscribepage.io
#gentlemuse #shorts","{""title"":""5 books that are free forever"",""targetType"":""youtube"",""privacyStatus"":""public"",""shouldNotifySubscribers"":false}",in-reservoir
3939628,2026-09-23 23:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/08dff3fb-2525-4530-9c21-0a7635c629e9.jpeg,"I read 9 books last year without sitting down once.

Not a reading habit. A listening habit. None of it was extra time. The list is built for half attention.

5 free forever, 5 library borrows. Not 50 books. 10.

Comment PLAY and I'll send you the list.","{""targetType"":""instagram""}",reloaded
4056365,2026-09-24 13:30,linkedin,20723,,home,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b9f41b20-3e3c-4c39-8579-ad7c54f6feab.jpeg,"The highest rated furnace filter might be the wrong one for your house.

Those numbers measure how fine the mesh is, not how good the filter is. A denser filter catches more, and it also makes your blower work harder to pull air through it. On an older system that shows up as weaker airflow, longer run times, and a unit that wears out sooner.

Most houses do not need the top of the shelf. They need the right one, changed on time.

The weekly note is here. 1 overlooked thing in your home, every week.

https://consider-this.subscribepage.io","{""targetType"":""linkedin""}",in-reservoir
4056298,2026-09-24 15:00,instagram,45886,thegentlemuse2026,cesa,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/000820c0-3083-4dcb-9470-484e3350b8c6.mp4,"She hears the car before the door.

By the time I am inside she is already up, and getting up takes her longer than it used to. Nails on the floor, no bark, just the walk toward me.

She has no idea how the shift went. She is not going to ask. She waited all day for this exact 4 seconds, and then she goes back to her spot.

Comment CESA and I'll send you what I wrote about her.

#seniordog #chihuahua #dogmom #cesasgoldenyears","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
3939649,2026-09-24 17:10,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/329c16e4-319b-4199-b4b4-91e2b0f2c5a7.mp4,"The older I get, the more I understand why people stop going out for everything.

No wait, no noise, nobody rushing the table. Sometimes the best table in town is a paper plate, a good steak, and quiet in your own kitchen. That used to sound like giving something up. Now it mostly sounds like peace.

When did staying in start winning for you? 👇

Comment RESET and I'll send you the Gentle Self-Reset Checklist. Free, and short on purpose.

https://payhip.com/b/9FE2U","{""pageId"":""1086399221215093"",""targetType"":""facebook""}",reloaded
3939653,2026-09-25 15:00,instagram,45886,thegentlemuse2026,cesa,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/048f834c-d9f8-4f70-8887-9eda58010f92.mp4,"She checks the whole yard, patch by patch.

Out in the grass in her pink harness, leash trailing behind her. Nose down for a stretch, then head up, then moving again. The dandelions are open. Part of the yard is in sun and part is in shade, and she walks through both.

Not much happens here. She goes slow and covers the ground she wants to cover, and at the end she stops and looks up at me.

Follow along for more of her. The rest is in the highlights.

#seniordog #chihuahua #dogsofinstagram #backyard #dandelions","{""targetType"":""instagram""}",in-reservoir
3939658,2026-09-25 17:10,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/46fda242-6a84-45a4-bd42-4f28e7c437ae.mp4,"Math really said work smarter, and honestly it has a point.

Symmetry quietly doing the heavy lifting so nobody has to count the whole thing twice. I was not a math person in school, and facts like this are the reason I wish somebody had shown me this side of it.

Were you a math person, or absolutely not? 👇

Comment CONSIDER and I'll send you the weekly note. 1 thing worth noticing, every week, then back to your life.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""targetType"":""facebook""}",reloaded
3939660,2026-09-25 17:20,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/53be24ff-3114-45d9-b7cd-d090702a519f.mp4,"Math really said work smarter, and honestly it has a point. Symmetry quietly doing the heavy lifting so nobody has to count twice. Were you a math person, or absolutely not? 👇

https://payhip.com/b/9FE2U
#gentlemuse #shorts","{""title"":""Math really said work smarter, and honestly it has a point"",""targetType"":""youtube"",""privacyStatus"":""public"",""shouldNotifySubscribers"":false}",reloaded
3939655,2026-09-25 23:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/44dfb547-58ea-4d73-9d58-e3f0c464e779.jpeg,"Bookmarking is not listening.

You saved 40 recommendations this year. You finished how many? Saving is not the same as finishing.

Pick the short one. Under an hour, free right now. Finish 1 thing today.

Full list is in my bio.

#LearnOnTikTok #audiobooks #readingtips","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
3709356,2026-09-26 15:00,instagram,45886,thegentlemuse2026,cesa,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/000820c0-3083-4dcb-9470-484e3350b8c6.mp4,"Coming home to something that does not care how the day went, what got done, or what did not.

No follow up questions. No how was work. She just wants me back in the house and that is the entire performance review.

Comment CESA and I'll send you the Thursday note.

#gentlemuse #seniordog #chihuahua #dogmom #cesasgoldenyears","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4019138,2026-09-27 15:00,instagram,45886,thegentlemuse2026,cesa,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/941b1b26-e700-4ed4-a6c3-bb25e9dba571.mp4,"The floor changes in this. She doesn't.

Different rooms, different jobs, different stretches I did not talk about out loud. Same small dog on the floor in the same 3 feet, chin down, waiting for me to be done with whatever it was.

She has been here for 10 of her 19 years. She was never impressed by any of it.

Nothing happens in this clip. She lies down. I keep going. That was the whole arrangement.

What keeps her comfortable now is written down. 15 pages, free, no clinic language.

Comment CESA and I'll send it to you.

#seniordog #seniordogcare #chihuahua #dogmom","{""mediaType"":""reel"",""targetType"":""instagram""}",reloaded
3970846,2026-09-28 17:20,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/69c88c15-cb08-470b-8cc3-5bb61953b6f9.mp4,"Nature looked at the design and added a few more.

Free Reset Guide: https://payhip.com/b/9FE2U

#gentlemuse #randomfacts #shorts","{""title"":""Nature looked at the design and added a few more"",""targetType"":""youtube"",""privacyStatus"":""public"",""shouldNotifySubscribers"":false}",reloaded
4056400,2026-09-28 23:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/a5033ea6-5043-4372-a4c4-eeff50c30b73.jpeg,"10 books you can listen to for free while you fold laundry.

5 are free forever. No account, no card, no trial clock. The other 5 are free library borrows, and a library card is not a subscription. Nothing to cancel. You are never charged.

When a book has a waitlist on one app, check the other. They stock differently. That's how half my list stays free.

I'd rather you finish 2 than bookmark 50.

Comment PLAY and I'll send you the list.

#freeaudiobooks #library #gentlemuse #booktok","{""targetType"":""instagram""}",in-reservoir
3970853,2026-09-29 13:30,linkedin,20723,,home,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/a1a479b8-1410-4081-914f-e47bd0e92d46.jpeg,"Your lint screen is clean. The duct behind it isn't.

That's the part that actually catches fire, and it's the part almost nobody checks. Lint gets past the screen every single load, then packs into the 4 feet of hose behind the dryer where you can't see it.

Signs it's already happening: clothes take 2 cycles to dry, the dryer is hot to the touch, the laundry room smells warm in a way it didn't used to.

It's a 10 minute job, once a year.

Follow along for the rest of these. The weekly note is here. 1 overlooked thing in your home, then back to your life.

https://consider-this.subscribepage.io","{""targetType"":""linkedin""}",in-reservoir
4161852,2026-09-29 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/6e2a688c-ff90-43f1-a8e4-a1a94efc3397.mp4,"The season sells you fear.

The real stories are stranger. Starting tomorrow, 1 true thing about this season every single night until Halloween. Where it actually came from, what actually happened, and which detail everyone repeats that is wrong.

33 nights. No dark days.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",reloaded
4161853,2026-09-29 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4f537510-6799-4271-8b6c-3cce29ff4eba.mp4,"The season sells you fear.

The real stories are stranger. Starting tomorrow, 1 true thing about this season every night until Halloween. Where it came from, what actually happened, and the detail everyone repeats that is wrong.

33 nights. No dark days.

Follow so you do not miss night 1.

#LearnOnTikTok #halloween #history","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4161855,2026-09-29 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/24d5f596-4539-49a4-8d6e-493b04d40bf0.mp4,"The season sells you fear.

The real stories are stranger. Starting tomorrow, 1 true thing about this season every single night until Halloween. Where it actually came from, what actually happened, and which detail everyone repeats that is wrong.

33 nights. No dark days.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #halloween #shorts","{""title"":""The season sells you fear"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4161856,2026-09-29 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/96de86f7-1e94-404c-afc0-461e8d0e1b40.mp4,"The season sells you fear.

The real stories are stranger. Starting tomorrow, 1 true thing about this season every single night until Halloween. Where it actually came from, what actually happened, and which detail everyone repeats that is wrong.

33 nights. No dark days.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4056423,2026-09-29 23:00,instagram,45886,thegentlemuse2026,home,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7e69add9-5f5e-4ceb-a2d1-ac9e36d32ac7.jpeg,"5 things in your house that aren't doing what you think.

Your sponge isn't sanitized after you microwave it.
Your lint screen is clean, but the duct behind it isn't.
Your highest-rated furnace filter might be the wrong one for your house.
Your towels aren't old. They're coated.
Your pillow has an expiration date.

I write 1 of these a week. It's called Consider This. 1 overlooked thing in your home, what's actually going on, and whether it's worth 2 minutes of your time. No 40-step routine. No pressure to buy anything.

Comment CONSIDER and I'll send it to you.

And send this to whoever owns the sponge.

#homemaintenance #cleaningtips #gentlemuse #homehacks","{""targetType"":""instagram""}",reloaded
3970867,2026-09-30 17:20,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/798e6f63-11ae-45b8-822b-c53f825b40ff.jpeg,"I used to say I had no time to read. Then I counted the drive.

The drive, the dishes, the laundry, groceries. Almost 2 hours a day with my hands busy and my ears free.

I didn't add anything to my day. I stopped filling that time with scrolling.

Full list: https://press-play.subscribepage.io
#gentlemuse #shorts","{""title"":""I used to say I had no time to read"",""targetType"":""youtube"",""privacyStatus"":""public"",""shouldNotifySubscribers"":false}",in-reservoir
4137940,2026-09-30 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ffc4cd7c-3570-401f-92b8-f5631c3ed7ef.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #halloween #shorts","{""title"":""Disney would not put its name on The Nightmare Before Christmas"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4137942,2026-09-30 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/fea20a18-d60f-400d-a32f-9e6ccbd78b12.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
3970818,2026-09-30 23:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/5d5c9ae5-abfd-42f7-9d0e-c8a064c2470e.mp4,"Your body moves before your brain finishes the sentence.

Free Reset Guide: https://payhip.com/b/9FE2U

#LearnOnTikTok #randomfacts #shorts","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4056426,2026-09-30 23:00,instagram,45886,thegentlemuse2026,magnet,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/eda8cee2-891a-4175-91bd-93500812211e.jpeg,"Today's issue went out this morning, and it's about the 1 question that saves you a month.

When AI won't do the thing, most people ask how to prompt it better. That's the wrong question. The right one is: is the model failing, or is the thing I'm pointing it at refusing to be driven?

Those need completely different fixes. I lost most of a month to not asking it. I searched all 383 interfaces on a platform to prove where the wall actually was, and the wall was a text box that won't accept typed input. The model was never the problem.

You do not need to be 10 years ahead on AI. About 10 hours is enough.

Comment TUESDAY and I'll add you.

#buildinpublic #aitools #gentlemuse #aiforbeginners","{""targetType"":""instagram""}",reloaded
4137856,2026-10-01 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/afe4cff5-2d64-40f2-a4a8-6a30a74b6a48.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",reloaded
4137857,2026-10-01 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/aed8e495-1911-4f8e-817d-0e54c31a3b4e.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were easier to hollow.

The ritual mattered. The turnip did not.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #history","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137945,2026-10-01 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d4d28cf4-c3d0-4380-952a-0a7d24bde412.mp4,"Nightmare used to name one specific thing.

A mare was a spirit people believed sat on a sleeper's chest. The weight, the not being able to move, the certainty something is in the room. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #history #shorts","{""title"":""Nightmare used to name one specific thing"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4137947,2026-10-01 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e4b3adcd-25ea-4df2-b974-3162e5d0c552.mp4,"Nightmare used to name one specific thing.

A mare was a spirit people believed sat on a sleeper's chest. The weight, the not being able to move, the certainty something is in the room. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4137859,2026-10-02 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/180e5fa3-2c74-4546-af83-a6da86bb1c99.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

It worked because it was theirs, not because it was gentle.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",reloaded
